plot_size,date_surveyed,date_entered,botanist,site,plot,species_original,cover,species,notes,,
1,2017-08-18,2018-01-08,Lars A. Brudvig,Lux Arbor,5,DAUCAR,0.5,DAUCAR,,,
1,2017-08-18,2018-01-08,Lars A. Brudvig,Lux Arbor,5,DICSPP,3,DICSPP,or Festuca saximontana,,
1,2017-08-18,2018-01-08,Lars A. Brudvig,Lux Arbor,5,DIGCOG,4,DIGSPP,,,
1,2017-08-18,2018-01-08,Lars A. Brudvig,Lux Arbor,5,HYPPER,1,HYPPER,,,
1,2017-08-18,2018-01-08,Lars A. Brudvig,Lux Arbor,5,OXASTR,0.3,OXASTR,,,
1,2017-08-18,2018-01-08,Lars A. Brudvig,Lux Arbor,5,PANVIR,3,PANVIR,,,
1,2017-08-18,2018-01-08,Lars A. Brudvig,Lux Arbor,5,PLALAN,10,PLALAN,,,
1,2017-08-18,2018-01-08,Lars A. Brudvig,Lux Arbor,5,POAPRA,1,POAPRA,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,BOUCUR,2,BOUCUR,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,CENSTO,25,CENSTO,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,UK large cyperaceae,0.5,Cyperaceae,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,DIGISHSAN,4,DIGSPP,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,ELYREP,2,ELYREP,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,Erigeron sp.,1.5,ERISPP,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,HYPPER,0.5,HYPPER,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,PANVIR,5,PANVIR,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,PLALAN,10,PLALAN,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,POAPRA,3,POAPRA,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,5,SCHSCO,4,SCHSCO,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,BOUCUR,7,BOUCUR,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,GENSTO,25,CENSTO,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,Wide leaf Carex,0.5,Cyperaceae,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,DAUCAR,0.1,DAUCAR,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,Dichanthelium sp.,4,DICSPP,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,DIGCOG,3,DIGCOG,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,ELYREP,3,ELYREP,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,Erigeron sp.,0.5,ERISPP,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,FESRUB,1,FESRUB,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,HYIPER,2,HYPPER,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,PANVIR,8,PANVIR,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,PLALAN,10,PLALAN,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,POAPRA,25,POAPRA,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,5,SCHSCO,5,SCHSCO,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,ACHMIL,1,ACHMIL,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,BOUCUR,6,BOUCUR,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,CARSPP,2,CARSPP,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,CENSTO,0.5,CENSTO,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,DICSPP,10,DICSPP,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,HYPPER,0.4,HYPPER,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,PANVIR,40,PANVIR,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,PLALAN,0.8,PLALAN,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,POAPRA,6,POAPRA,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,POTREC,0.2,POTREC,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,SCHSCO,25,SCHSCO,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,SORNUT,6,SORNUT,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,5,SYMPIL,0.4,SYMPIL,,,
1,2015-09-16,,NA,Lux Arbor,6,ACHMIL,0.4,ACHMIL,,,
1,2015-09-16,,NA,Lux Arbor,6,BARVUL,0.8,BARVUL,,,
1,2015-09-16,,NA,Lux Arbor,6,CENSTO,20,CENSTO,photo,,
1,2015-09-16,,NA,Lux Arbor,6,DICSPP,4,DICSPP,,,
1,2015-09-16,,NA,Lux Arbor,6,DIGISH,12,DIGISC,,,
1,2015-09-16,,NA,Lux Arbor,6,HYPPER,0.1,HYPPER,,,
1,2015-09-16,,NA,Lux Arbor,6,OXASPP,0.5,OXASTR,,,
1,2015-09-16,,NA,Lux Arbor,6,PANCAP,25,PANCAP,,,
1,2015-09-16,,NA,Lux Arbor,6,PLALAN,0.5,PLALAN,,,
1,2015-09-16,,NA,Lux Arbor,6,POTARGE,1,POTARGE,,,
1,2015-09-16,,NA,Lux Arbor,6,RUDHIR,0.7,RUDHIR,,,
1,2015-09-16,,NA,Lux Arbor,6,VERTHA,4,VERTHA,,,
1,2016-08-30,,NA,Lux Arbor,6,ACHMIL,5,ACHMIL,,,
1,2016-08-30,,NA,Lux Arbor,6,BOUCUR,6,BOUCUR,,,
1,2016-08-30,,NA,Lux Arbor,6,CENSTO,12,CENSTO,,,
1,2016-08-30,,NA,Lux Arbor,6,CONCAN,2,CONCAN,,,
1,2016-08-30,,NA,Lux Arbor,6,DIGSPPP,40,DIGSPP,,,
1,2016-08-30,,NA,Lux Arbor,6,HYPSPP,1,HYPRAD,,,
1,2016-08-30,,NA,Lux Arbor,6,PANCAP,5,PANCAP,,,
1,2016-08-30,,NA,Lux Arbor,6,PANVIR,2,PANVIR,,,
1,2016-08-30,,NA,Lux Arbor,6,PLALAN,10,PLALAN,,,
1,2016-08-30,,NA,Lux Arbor,6,POTARGE,3,POTARGE,,,
1,2016-08-30,,NA,Lux Arbor,6,SCHSCO,2,SCHSCO,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,6,ACHMIL,8,ACHMIL,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,6,BOUCUR,40,BOUCUR,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,6,CENSTO,30,CENSTO,or Festuca saximontana,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,6,MONPUN,0.5,MONPUN,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,6,PLALAN,0.5,PLALAN,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,6,POAPRA,8,POAPRA,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,6,RATPIN,3,RATPIN,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,6,ACHMIL,15,ACHMIL,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,6,BOUCUR,15,BOUCUR,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,6,CENSTO,4,CENSTO,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,6,MONFIS,2,MONFIS,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,6,PLALAN,2,PLALAN,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,6,POAPRA,8,POAPRA,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,6,RATPIN,2,RATPIN,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,6,SCHSCO,40,SCHSCO,,,
1,2018-07-25,2018-11-30,Eric G. Behrens,Lux Arbor,6,SORNUT,3,SORNUT,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,6,ACHMIL,5,ACHMIL,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,6,BOUCUR,6,BOUCUR,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,6,DIGCOG,1,DIGCOG,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,6,ELYREP,3,ELYREP,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,6,HYIPER,4,HYPPER,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,6,PLALAN,3,PLALAN,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,6,POAPRA,75,POAPRA,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,6,RATPIN,1,RATPIN,,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,6,RUDHIR,0.1,RUDHIR,sample,,
1,2019-07-24,2025-06-20,Eric G. Behrens,Lux Arbor,6,SCHSCO,3,SCHSCO,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,ACHMIL,0.06,ACHMIL,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,BOUCUR,20,BOUCUR,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,CENSTO,0.2,CENSTO,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,DESILL,1,DESILL,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,ELYREP,0.8,ELYREP,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,HYPPER,0.06,HYPPER,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,MONFIS,0.3,MONFIS,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,MORALB,0.2,MORALB,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,PLALAN,0.8,PLALAN,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,POAPRA,30,POAPRA,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,PYRCAL,0.1,PYRCAL,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,SCHSCO,35,SCHSCO,,,
1,2025-07-15,2025-08-06,Lars A. Brudvig,Lux Arbor,6,SORNUT,6,SORNUT,,,
1,2015-09-16,,NA,Lux Arbor,7,ACHMIL,1,ACHMIL,,,
1,2015-09-16,,NA,Lux Arbor,7,CENSTO,45,CENSTO,,,
1,2015-09-16,,NA,Lux Arbor,7,DIGISC,28,DIGISC,,,
1,2015-09-16,,NA,Lux Arbor,7,OXASTR,0.5,OXASTR,,,
1,2015-09-16,,NA,Lux Arbor,7,PANCAP,4,PANCAP,,,
1,2015-09-16,,NA,Lux Arbor,7,PLALAN,8,PLALAN,,,
1,2015-09-16,,NA,Lux Arbor,7,POTREC,0.1,POTREC,,,
1,2015-09-16,,NA,Lux Arbor,7,VERTHA,1,VERTHA,,,
1,2016-08-30,,NA,Lux Arbor,7,ACHMIL,2,ACHMIL,,,
1,2016-08-30,,NA,Lux Arbor,7,CENSTO,65,CENSTO,,,
1,2016-08-30,,NA,Lux Arbor,7,DIGSPP,1,DIGSPP,,,
1,2016-08-30,,NA,Lux Arbor,7,ERISPP,0.3,ERISPP,,,
1,2016-08-30,,NA,Lux Arbor,7,OXASPP,2,OXASTR,,,
1,2016-08-30,,NA,Lux Arbor,7,PLALAN,15,PLALAN,,,
1,2016-08-30,,NA,Lux Arbor,7,POTARGE,1,POTARGE,,,
1,2016-08-30,,NA,Lux Arbor,7,VERTHA,1,VERTHA,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,ACHMIL,1,ACHMIL,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,BOUCUR,0.5,BOUCUR,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,CENSTO,45,CENSTO,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,DIGCOG,7,DIGCOG,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,DIGISC,3,DIGSPP,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,ERISPP,3,ERISPP,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,OXASTR,0.2,OXASTR,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,PENDIG,0.4,PENDIG,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,PLALAN,3,PLALAN,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,POAPRA,2,POAPRA,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,POTARGE,0.2,POTARGE,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,RUMACE,0.03,RUMACE,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,7,TRIPRA,3,TRIPRA,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,ACHMIL,6,ACHMIL,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,BOUCUR,1,BOUCUR,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,CENSTO,50,CENSTO,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,CONCAN,0.4,CONCAN,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,DIGCOG,5,DIGCOG,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,Erigeron sp.,1,ERISPP,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,PENDIG,3,PENDIG,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,PLALAN,15,PLALAN,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,POAPRA,4,POAPRA,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,POTREC,0.02,POTREC,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,RATPIN,3,RATPIN,,,
1,2018-07-25,2018-11-27,Lars A. Brudvig,Lux Arbor,7,RUMACL,2,RUMACL,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,ACHMIL,12,ACHMIL,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,ASTPIL,2,ASTPIL,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,BOUCUR,35,BOUCUR,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,CENSTO,35,CENSTO,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,ELYREP,3,ELYREP,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,Erigeron sp,1,ERISPP,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,FESRUB,0.5,FESRUB,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,MONFIS,0.7,MONFIS,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,PLALAN,5,PLALAN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,POAPRA,8,POAPRA,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,RUMACE,0.3,RUMACE,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,7,SCHSCO,3,SCHSCO,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,ACHMIL,4,ACHMIL,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,ANDGER,38,ANDGER,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,BOUCUR,8,BOUCUR,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,BROINE,0.2,BROINE,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,CENSTO,0.4,CENSTO,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,DIGCOG,0.5,DIGCOG,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,ELYREP,0.1,ELYREP,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,ERIANN,0.4,ERISPP,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,MONFIS,0.4,MONFIS,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,OXASTR,0.1,OXASTR,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,PENDIG,0.7,PENDIG,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,PLALAN,0.5,PLALAN,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,POAPRA,11,POAPRA,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,RATPIN,6,RATPIN,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,RUBFLA,25,RUBFLA,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,RUMACL,1,RUMACL,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,SCHSCO,7,SCHSCO,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,SOLRIG,0.6,SOLRIG,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,7,SYMPIL,2,SYMPIL,,,
1,2015-09-16,,NA,Lux Arbor,8,ACHMIL,0.5,ACHMIL,,,
1,2015-09-16,,NA,Lux Arbor,8,CENSTO,5,CENSTO,,,
1,2015-09-16,,NA,Lux Arbor,8,DIGISH,50,DIGISC,,,
1,2015-09-16,,NA,Lux Arbor,8,OXASPP,0.3,OXASTR,,,
1,2015-09-16,,NA,Lux Arbor,8,PANCAP,2,PANCAP,,,
1,2015-09-16,,NA,Lux Arbor,8,PLALAN,20,PLALAN,,,
1,2016-08-30,,NA,Lux Arbor,8,ACHMIL,3,ACHMIL,,,
1,2016-08-30,,NA,Lux Arbor,8,CENSTO,12,CENSTO,,,
1,2016-08-30,,NA,Lux Arbor,8,DAUCAR,1,DAUCAR,,,
1,2016-08-30,,NA,Lux Arbor,8,DIGSPP,10,DIGSPP,,,
1,2016-08-30,,NA,Lux Arbor,8,OXASTR,1,OXASTR,,,
1,2016-08-30,,NA,Lux Arbor,8,PLALAN,60,PLALAN,,,
1,2016-08-30,,NA,Lux Arbor,8,POAPRA,0.5,POAPRA,,,
1,2016-08-30,,NA,Lux Arbor,8,POTREC,1,POTREC,,,
1,2016-08-30,,NA,Lux Arbor,8,RUMACE,0.2,RUMACE,,,
1,2016-08-30,,NA,Lux Arbor,8,TRISPP,0.8,TRISPP,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,8,ACHMIL,15,ACHMIL,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,8,BROINE,0.2,BROINE,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,8,CENSTO,25,CENSTO,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,8,DIGISC,5,DIGSPP,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,8,FESRUB,6,FESRUB,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,8,OXASPP,0.1,OXASTR,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,8,PLALAN,25,PLALAN,,,
1,2017-08-18,2018-01-09,Anna M. Groves,Lux Arbor,8,POAPRA,1,POAPRA,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,8,ACHMIL,30,ACHMIL,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,8,CENSTO,15,CENSTO,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,8,DIGISHSAN,0.2,DIGSPP,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,8,ELYREP,3,ELYREP,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,8,OXASTR,0.01,OXASTR,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,8,PLALAN,25,PLALAN,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,8,POAPRA,35,POAPRA,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,8,RUMACL,5,RUMACL,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,8,ACHMIL,40,ACHMIL,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,8,AGRGIG,0.4,AGRGIG,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,8,CENSTO,5,CENSTO,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,8,ELYREP,2,ELYREP,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,8,FESRUB,0.2,FESRUB,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,8,PLALAN,30,PLALAN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,8,POAPRA,25,POAPRA,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,8,POTREC,0.3,POTREC,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,8,RUMACE,0.3,RUMACE,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,8,ACHMIL,3,ACHMIL,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,8,AGRGIG,0.5,AGRGIG,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,8,BROINE,4,BROINE,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,8,ELYREP,3,ELYREP,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,8,PLALAN,1,PLALAN,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,8,POAPRA,34,POAPRA,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,8,RUBFLA,48,RUBFLA,,,
1,2025-07-15,2025-08-06,Markus Bauer,Lux Arbor,8,SCHSCO,4,SCHSCO,,,
1,2015-09-16,,NA,Lux Arbor,9,ACHMIL,1,ACHMIL,,,
1,2015-09-16,,NA,Lux Arbor,9,BROINE,0.6,BROINE,,,
1,2015-09-16,,NA,Lux Arbor,9,CENSTO,4,CENSTO,,,
1,2015-09-16,,NA,Lux Arbor,9,DIGISH,70,DIGISC,,,
1,2015-09-16,,NA,Lux Arbor,9,OXASPP,0.2,OXASTR,,,
1,2015-09-16,,NA,Lux Arbor,9,PANCAP,2,PANCAP,,,
1,2015-09-16,,NA,Lux Arbor,9,PHYHET,0.3,PHYHET,,,
1,2015-09-16,,NA,Lux Arbor,9,PLALAN,7,PLALAN,,,
1,2016-08-30,,NA,Lux Arbor,9,ACHMIL,2,ACHMIL,,,
1,2016-08-30,,NA,Lux Arbor,9,BARVUL,0.2,BARVUL,,,
1,2016-08-30,,NA,Lux Arbor,9,CENSTO,15,CENSTO,,,
1,2016-08-30,,NA,Lux Arbor,9,DACGLO,0.6,DACGLO,,,
1,2016-08-30,,NA,Lux Arbor,9,DIGSPP,15,DIGSPP,,,
1,2016-08-30,,NA,Lux Arbor,9,ERISPP,0.3,ERISPP,,,
1,2016-08-30,,NA,Lux Arbor,9,HYPPER,0.8,HYPPER,,,
1,2016-08-30,,NA,Lux Arbor,9,JUNTEN,0.1,JUNTEN,,,
1,2016-08-30,,NA,Lux Arbor,9,OXASPP,0.4,OXASTR,,,
1,2016-08-30,,NA,Lux Arbor,9,PANCAP,10,PANCAP,,,
1,2016-08-30,,NA,Lux Arbor,9,PLALAN,35,PLALAN,,,
1,2016-08-30,,NA,Lux Arbor,9,POTARGE,0.4,POTARGE,,,
1,2016-08-30,,NA,Lux Arbor,9,POTREC,1,POTREC,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,ACHMIL,4,ACHMIL,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,CENSTO,25,CENSTO,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,DIGISC,5,DIGSPP,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,ELYREP,8,ELYREP,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,HYPPER,0.3,HYPPER,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,MORRUB,0.02,MORRUB,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,PHYHET,0.6,PHYHET,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,PLALAN,5,PLALAN,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,POAPRA,12,POAPRA,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,POTREC,1,POTREC,,,
1,2017-08-18,2018-01-09,Lars A. Brudvig,Lux Arbor,9,SCHSCO,2,SCHSCO,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,ACHMIL,25,ACHMIL,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,ARGGIG,0.3,AGRGIG,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,BROINE,0.4,BROINE,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,CENSTO,60,CENSTO,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,DANSPI,0.4,DANSPI,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,DIGCOG,1,DIGCOG,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,ELYREP,6,ELYREP,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,Erigeron sp.,0.7,ERISPP,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,PLALAN,5,PLALAN,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,POAPRA,1,POAPRA,,,
1,2018-07-25,2018-11-28,Lars A. Brudvig,Lux Arbor,9,SYMPIL,0.8,SYMPIL,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,9,ACHMIL,7,ACHMIL,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,9,AGRGIG,4,AGRGIG,,,
